,fold
109249,train
109250,train
109251,train
109252,valid
109253,train
109254,train
109255,train
109256,train
109257,train
109258,train
109259,train
109260,train
109261,train
109262,valid
109263,train
109264,train
109265,train
109266,train
109267,train
109268,train
109269,train
109270,train
109271,train
109272,train
109273,train
109274,train
109275,train
109276,train
109277,train
109278,train
109279,train
109280,train
109281,train
109282,train
109283,train
109284,train
109285,train
109286,valid
109287,train
109288,train
109289,train
109290,valid
109291,train
109292,train
109293,train
109294,valid
109295,train
109296,train
109297,train
109298,train
109299,train
109300,train
109301,train
109302,train
109303,train
109304,train
109305,train
109306,train
109307,train
109308,train
109309,train
109310,train
109311,train
109312,train
109313,train
109314,train
109315,train
109316,train
109317,train
109318,train
109319,train
109320,valid
109321,train
109322,train
109323,train
109324,valid
109325,train
109326,train
109327,train
109328,train
109329,train
109330,train
109331,train
109332,train
109333,train
109334,train
109335,train
109336,train
109337,train
109338,train
109339,train
109340,train
109341,train
109342,train
109343,train
109344,train
109345,train
109346,train
109347,train
109348,train
109349,train
109350,train
109351,train
109352,train
109353,train
109354,train
109355,train
109356,train
109357,train
109358,train
109359,train
109360,train
109361,train
109362,train
109363,train
109364,train
109365,valid
109366,train
109367,train
109368,train
109369,train
109370,train
109371,train
109372,train
109373,train
109374,train
109375,train
109376,train
109377,train
109378,train
109379,valid
109380,train
109381,train
109382,train
109383,train
109384,train
109385,train
109386,train
109387,train
109388,train
109389,train
109390,train
109391,train
109392,train
109393,train
109394,train
109395,train
109396,train
109397,train
109398,train
109399,train
109400,train
109401,train
109402,train
109403,train
109404,train
109405,train
109406,valid
109407,train
109408,train
109409,train
109410,train
109411,train
109412,train
109413,train
109414,train
109415,train
109416,train
109417,train
109418,train
109419,valid
109420,train
109421,train
109422,train
109423,train
109424,train
109425,train
109426,valid
109427,train
109428,train
109429,train
109430,train
109431,train
109432,train
109433,train
109434,train
109435,train
109436,train
109437,valid
109438,train
109439,valid
109440,valid
109441,train
109442,train
109443,train
109444,train
109445,train
109446,train
109447,train
109448,train
109449,train
109450,train
109451,train
109452,train
109453,train
109454,valid
109455,train
109456,train
109457,train
109458,train
109459,valid
109460,train
109461,train
109462,train
109463,train
109464,train
109465,train
109466,train
109467,train
109468,train
109469,train
109470,train
109471,train
109472,train
109473,train
109474,train
109475,train
109476,train
109477,valid
109478,train
109479,train
109480,train
109481,train
109482,train
109483,train
109484,train
109485,train
109486,train
109487,train
109488,train
109489,train
109490,train
109491,train
109492,train
109493,train
109494,train
109495,train
109496,train
109497,train
109498,train
109499,valid
109500,train
109501,valid
109502,train
109503,train
109504,train
109505,train
109506,train
109507,train
109508,train
109509,train
109510,train
109511,valid
109512,train
109513,train
109514,train
109515,train
109516,train
109517,train
109518,train
109519,valid
109520,train
109521,train
109522,train
109523,train
109524,train
109525,train
109526,train
109527,train
109528,train
109529,train
109530,train
109531,train
109532,train
109533,train
109534,valid
109535,valid
109536,train
109537,valid
109538,train
109539,train
109540,train
109541,train
109542,train
109543,train
109544,train
109545,train
109546,train
109547,train
109548,train
109549,train
109550,train
109551,train
109552,valid
109553,train
109554,train
109555,train
109556,train
109557,train
109558,train
109559,train
109560,valid
109561,train
109562,train
109563,train
109564,train
109565,valid
109566,train
109567,train
109568,train
109569,train
109570,valid
109571,train
109572,train
109573,train
109574,train
109575,train
109576,train
109577,valid
109578,train
109579,train
109580,train
109581,train
109582,train
109583,train
109584,train
109585,valid
109586,train
109587,train
109588,valid
109589,train
109590,train
109591,train
109592,train
109593,train
109594,train
109595,train
109596,train
109597,train
109598,train
109599,train
109600,train
109601,train
109602,train
109603,train
109604,train
109605,train
109606,train
109607,train
109608,train
109609,train
109610,train
109611,train
109612,valid
109613,train
109614,train
109615,train
109616,train
109617,train
109618,train
109619,train
109620,train
109621,train
109622,train
109623,train
109624,train
109625,valid
109626,train
109627,valid
109628,train
109629,valid
109630,valid
109631,train
109632,train
109633,valid
109634,train
109635,train
109636,train
109637,train
109638,train
109639,valid
109640,train
109641,train
109642,valid
109643,train
109644,train
109645,train
109646,train
109647,valid
109648,train
109649,valid
109650,train
109651,valid
109652,train
109653,valid
109654,train
109655,train
109656,train
109657,train
109658,train
109659,train
109660,train
109661,train
109662,valid
109663,train
109664,valid
109665,train
109666,train
109667,train
109668,train
109669,train
109670,train
109671,train
109672,train
109673,train
109674,train
109675,train
109676,train
109677,train
109678,train
109679,train
109680,train
109681,train
109682,train
109683,train
109684,train
109685,train
109686,train
109687,train
109688,train
109689,train
109690,train
109691,train
109692,train
109693,train
109694,train
109695,train
109696,train
109697,train
109698,valid
109699,train
109700,train
109701,train
109702,train
109703,train
109704,train
109705,train
109706,train
109707,train
109708,train
109709,train
109710,valid
109711,train
109712,train
109713,train
109714,train
109715,train
109716,train
109717,train
109718,train
109719,train
109720,train
109721,train
109722,train
109723,train
109724,train
109725,train
109726,train
109727,train
109728,train
109729,train
109730,valid
109731,train
109732,valid
109733,train
109734,valid
109735,train
109736,train
109737,train
109738,train
109739,train
109740,train
109741,train
109742,train
109743,train
109744,train
109745,train
109746,train
109747,train
109748,train
109749,train
109750,train
109751,valid
109752,train
109753,train
109754,train
109755,train
109756,train
109757,valid
109758,train
109759,valid
109760,train
109761,train
109762,valid
109763,train
109764,train
109765,train
109766,train
109767,train
109768,train
109769,train
109770,train
109771,train
109772,train
109773,train
109774,train
109775,train
109776,train
109777,train
109778,train
109779,train
109780,train
109781,valid
109782,train
109783,train
109784,train
109785,train
109786,train
109787,train
109788,train
109789,train
109790,train
109791,train
109792,train
109793,train
109794,train
109795,train
109796,valid
109797,valid
109798,train
109799,train
109800,train
109801,train
109802,train
109803,train
109804,train
109805,train
109806,train
109807,train
109808,train
109809,train
109810,train
109811,train
109812,train
109813,train
109814,train
109815,train
109816,train
109817,train
109818,train
109819,train
109820,train
109821,train
109822,train
109823,train
109824,train
109825,train
109826,train
109827,train
109828,train
109829,valid
109830,train
109831,train
109832,train
109833,train
109834,train
109835,train
109836,train
109837,train
109838,valid
109839,valid
109840,train
109841,train
109842,train
109843,train
109844,valid
109845,train
109846,train
109847,train
109848,train
109849,valid
109850,train
109851,train
109852,train
109853,train
109854,train
109855,train
109856,train
109857,train
109858,train
109859,train
109860,train
109861,train
109862,train
109863,train
109864,train
109865,train
109866,train
109867,train
109868,train
109869,train
109870,train
109871,train
109872,train
109873,valid
109874,train
109875,train
109876,train
109877,train
109878,train
109879,train
109880,train
109881,valid
109882,train
109883,train
109884,train
109885,train
109886,train
109887,train
109888,train
109889,train
109890,train
109891,train
109892,train
109893,valid
109894,valid
109895,train
109896,train
109897,train
109898,train
109899,train
109900,train
109901,train
109902,train
109903,train
109904,train
109905,train
109906,train
109907,train
109908,train
109909,train
109910,train
109911,train
109912,train
109913,train
109914,train
109915,train
109916,valid
109917,train
109918,train
109919,valid
109920,valid
109921,train
109922,train
109923,train
109924,train
109925,train
109926,train
109927,train
109928,train
109929,train
109930,train
109931,train
109932,train
109933,valid
109934,train
109935,train
109936,train
109937,train
109938,train
109939,train
109940,train
109941,train
109942,train
109943,train
109944,train
109945,valid
109946,train
109947,train
109948,train
109949,valid
109950,train
109951,valid
109952,train
109953,train
109954,train
109955,train
109956,valid
109957,train
109958,train
109959,valid
109960,valid
109961,train
109962,train
109963,train
109964,train
109965,train
